Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2020-11-12T16:57:29+00:00,,,53.484454,-2.8969,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-12T17:07:14+00:00,,,53.350339,-2.882664,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T17:10:24+00:00,,,53.425166,-2.954644,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,TRUE
Person and Vehicle search,2020-11-12T17:12:17+00:00,,,53.387493,-3.083156,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T17:13:52+00:00,,,53.360615,-2.911096,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-12T17:18:44+00:00,,,53.421185,-2.947753,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-12T17:35:11+00:00,,,53.416827,-2.909288,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),,Arrest,,
Person search,2020-11-12T17:44:40+00:00,,,53.410328,-2.939568,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T18:07:49+00:00,,,53.415758,-2.947362,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Arrest,,TRUE
Person search,2020-11-12T18:13:49+00:00,,,53.490324,-2.867633,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-12T18:29:47+00:00,,,53.397249,-3.024734,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T18:30:12+00:00,,,53.430386,-2.967238,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-12T18:42:13+00:00,,,53.394778,-3.083732,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,
Person search,2020-11-12T18:48:33+00:00,,,53.394778,-3.083732,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,
Person and Vehicle search,2020-11-12T18:49:34+00:00,,,53.67523,-2.949179,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-12T18:57:28+00:00,,,53.470329,-2.881642,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Arrest,,FALSE
Vehicle search,2020-11-12T19:05:29+00:00,,,53.414292,-2.962058,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person and Vehicle search,2020-11-12T19:09:03+00:00,,,53.470329,-2.881642,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-12T19:13:22+00:00,,,53.430032,-2.973206,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T19:15:00+00:00,,,53.415918,-2.964487,Male,18-24,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,Arrest,,TRUE
Person search,2020-11-12T19:28:36+00:00,,,53.407939,-2.977364,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2020-11-12T19:30:40+00:00,,,53.415918,-2.964487,Male,18-24,Mixed/Multiple ethnic groups - White and Asian,Asian,Misuse of Drugs Act 1971 (section 23),,Arrest,,TRUE
Person search,2020-11-12T19:42:21+00:00,,,53.407939,-2.977364,Male,18-24,,Other,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T19:47:04+00:00,,,53.407213,-2.979333,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T20:10:22+00:00,,,53.432673,-2.953277,Female,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-12T20:19:16+00:00,,,53.417887,-2.91536,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-12T20:21:28+00:00,,,53.417887,-2.91536,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T20:27:38+00:00,,,53.417887,-2.91536,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-12T20:31:20+00:00,,,53.417887,-2.91536,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T20:34:16+00:00,,,53.417887,-2.91536,Male,18-24,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-12T20:55:27+00:00,,,53.472594,-2.71934,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Khat or Cannabis warning,,FALSE
Person search,2020-11-12T21:27:19+00:00,,,53.452774,-2.988453,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T21:31:41+00:00,,,53.44902,-2.913575,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T21:35:44+00:00,,,53.44902,-2.913575,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Summons / charged by post,,FALSE
Person search,2020-11-12T21:48:34+00:00,,,53.356819,-2.864332,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Arrest,,
Person search,2020-11-12T22:12:58+00:00,,,,,,,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T22:31:37+00:00,,,53.484474,-2.883337,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-12T22:39:48+00:00,,,53.492618,-3.034524,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Khat or Cannabis warning,,FALSE
Person search,2020-11-12T22:39:56+00:00,,,53.441126,-2.930071,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),,Summons / charged by post,,
Person search,2020-11-12T22:40:49+00:00,,,53.471812,-2.877997,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Arrest,,FALSE
Person and Vehicle search,2020-11-12T22:43:54+00:00,,,53.492618,-3.034524,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Misuse of Drugs Act 1971 (section 23),,Khat or Cannabis warning,,FALSE
Person and Vehicle search,2020-11-12T22:44:00+00:00,,,53.391417,-3.085616,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-12T23:23:00+00:00,,,53.492304,-2.889363,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T23:23:18+00:00,,,53.440813,-2.988055,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T23:23:39+00:00,,,53.452774,-2.988453,Female,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T23:29:52+00:00,,,53.459156,-2.98952,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,TRUE
Person search,2020-11-12T23:32:01+00:00,,,53.461389,-2.980339,Female,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T23:35:51+00:00,,,53.464975,-2.99785,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T23:36:20+00:00,,,53.461133,-3.00258,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T23:37:52+00:00,,,,,,,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-12T23:38:19+00:00,,,,,,,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-12T23:49:55+00:00,,,53.459156,-2.98952,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,TRUE
Person search,2020-11-12T23:54:18+00:00,,,53.445963,-2.988145,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T00:08:38+00:00,,,53.470478,-2.885818,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T00:10:15+00:00,,,53.468614,-2.872809,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Community resolution,,FALSE
Person search,2020-11-13T00:13:28+00:00,,,53.454113,-2.753046,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T00:26:13+00:00,,,53.402994,-3.082662,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T00:48:42+00:00,,,53.468237,-2.878978,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T00:52:13+00:00,,,53.412907,-2.985362,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T01:00:22+00:00,,,53.423284,-2.961765,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T01:06:42+00:00,,,53.48056,-3.023471,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Arrest,,FALSE
Person search,2020-11-13T01:19:13+00:00,,,53.418935,-2.803433,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T01:28:11+00:00,,,53.4682,-3.000201,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T01:30:02+00:00,,,53.481236,-2.871456,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T01:35:17+00:00,,,53.484474,-2.883337,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T01:35:41+00:00,,,53.485974,-2.902734,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T01:36:39+00:00,,,53.39815,-2.93927,Male,Oct-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T01:36:41+00:00,,,53.417244,-2.794133,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Vehicle search,2020-11-13T01:37:37+00:00,,,53.485974,-2.902734,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2020-11-13T01:39:59+00:00,,,53.427817,-2.745011,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T01:40:40+00:00,,,53.485974,-2.902734,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T01:42:53+00:00,,,53.476788,-2.895457,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T01:43:16+00:00,,,53.427817,-2.745011,Male,Oct-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2020-11-13T01:47:26+00:00,,,53.435566,-2.996423,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T01:52:36+00:00,,,53.467599,-2.914832,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T02:08:22+00:00,,,53.39295,-3.017653,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person and Vehicle search,2020-11-13T02:11:07+00:00,,,53.476788,-2.895457,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T02:17:43+00:00,,,53.39295,-3.017653,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2020-11-13T02:32:34+00:00,,,53.411064,-2.967793,Male,18-24,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,Khat or Cannabis warning,,FALSE
Person and Vehicle search,2020-11-13T02:50:07+00:00,,,53.494959,-2.950755,Male,25-34,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T02:56:34+00:00,,,53.454833,-2.922027,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T03:12:48+00:00,,,53.415002,-2.948684,,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Khat or Cannabis warning,,FALSE
Person search,2020-11-13T03:19:28+00:00,,,53.414958,-2.955273,Female,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T03:28:19+00:00,,,53.412057,-2.94934,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Khat or Cannabis warning,,FALSE
Person search,2020-11-13T03:30:56+00:00,,,53.426431,-2.95711,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T03:35:25+00:00,,,53.412057,-2.94934,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,TRUE
Person and Vehicle search,2020-11-13T03:57:13+00:00,,,53.425026,-2.879139,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T04:04:05+00:00,,,53.43039,-2.932787,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,Community resolution,,FALSE
Person search,2020-11-13T05:42:33+00:00,,,53.381484,-3.07066,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Khat or Cannabis warning,,FALSE
Person search,2020-11-13T06:24:06+00:00,,,53.350426,-2.897403,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T07:59:08+00:00,,,53.399358,-3.083216,Male,18-24,Other ethnic group - Not stated,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T08:31:25+00:00,,,53.431926,-3.038543,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T08:32:23+00:00,,,53.411696,-3.027684,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Arrest,,FALSE
Person search,2020-11-13T08:42:01+00:00,,,53.342049,-3.005521,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T08:47:34+00:00,,,,,,,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T09:05:52+00:00,,,53.38879,-3.033102,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T09:16:55+00:00,,,53.380497,-3.031668,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T09:19:11+00:00,,,53.47523,-2.921897,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T10:16:31+00:00,,,53.3804,-3.028359,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T10:18:45+00:00,,,53.473819,-2.73521,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Caution (simple or conditional),,
Person search,2020-11-13T10:30:49+00:00,,,53.465747,-2.742587,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T10:40:02+00:00,,,53.465747,-2.742587,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T11:07:32+00:00,,,53.410915,-2.994734,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T12:33:27+00:00,,,53.409038,-2.985799,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T13:01:12+00:00,,,53.445963,-2.988145,Female,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),,Khat or Cannabis warning,,FALSE
Person search,2020-11-13T13:06:19+00:00,,,53.445963,-2.988145,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Khat or Cannabis warning,,FALSE
Person search,2020-11-13T13:19:44+00:00,,,53.451698,-2.746845,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T13:26:23+00:00,,,53.46325,-2.988034,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T13:48:02+00:00,,,53.379244,-2.901136,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Community resolution,,FALSE
Person search,2020-11-13T13:53:46+00:00,,,53.392479,-3.017041,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T14:29:44+00:00,,,53.398699,-2.973949,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Community resolution,,FALSE
Person search,2020-11-13T14:32:12+00:00,,,53.388465,-3.038492,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Summons / charged by post,,FALSE
Person search,2020-11-13T14:36:07+00:00,,,53.45626,-2.995131,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),,Khat or Cannabis warning,,FALSE
Person search,2020-11-13T14:58:58+00:00,,,53.393151,-3.084698,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,TRUE
Person search,2020-11-13T15:47:17+00:00,,,53.427215,-2.720078,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Arrest,,TRUE
Person search,2020-11-13T16:12:21+00:00,,,53.423665,-2.764742,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T16:23:53+00:00,,,53.4453,-2.636326,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T16:25:35+00:00,,,53.656709,-2.996125,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T16:31:19+00:00,,,53.4453,-2.636326,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T17:21:02+00:00,,,,,Male,over 34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T17:43:29+00:00,,,53.644812,-3.004285,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T17:47:51+00:00,,,53.357642,-3.088889,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Caution (simple or conditional),,FALSE
Person search,2020-11-13T17:53:29+00:00,,,53.44879,-3.000542,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Arrest,,FALSE
Person search,2020-11-13T18:00:24+00:00,,,53.467147,-3.005704,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T18:02:27+00:00,,,53.388623,-3.068418,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Community resolution,,FALSE
Person search,2020-11-13T18:03:23+00:00,,,53.448331,-2.993093,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T18:06:03+00:00,,,53.434152,-2.860347,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Arrest,,FALSE
Person search,2020-11-13T18:15:50+00:00,,,53.462472,-2.984265,Male,Oct-17,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T18:27:49+00:00,,,53.452363,-2.751088,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T18:34:14+00:00,,,53.462472,-2.984265,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Khat or Cannabis warning,,FALSE
Person search,2020-11-13T18:34:31+00:00,,,53.466309,-3.006965,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Arrest,,FALSE
Person search,2020-11-13T18:36:20+00:00,,,53.468808,-2.930571,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T18:44:02+00:00,,,53.43039,-2.932787,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T18:47:35+00:00,,,53.452879,-3.000714,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T18:50:00+00:00,,,53.434657,-2.861411,Male,18-24,Other ethnic group - Not stated,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T18:53:38+00:00,,,53.365726,-2.893802,Male,25-34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T18:55:49+00:00,,,53.456192,-2.984888,Male,18-24,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T19:04:49+00:00,,,53.46291,-3.00827,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T19:14:41+00:00,,,53.371174,-3.092376,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T19:21:38+00:00,,,53.448659,-2.983931,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
